trackname,composer,milliseconds,bytes,unitprice,albumtitle,artistname,mediatypename,genrename,invoicedate,billingaddress,billingcity,billingstate,billingcountry,billingpostalcode,invoicetotal,customerfirstname,customerlastname,customeraddress,customercity,customerstate,customercountry,invoicelinequantity,invoicelineunitprice,Day,Month,Year
Undertow,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,309498,10131005,0.99,New Adventures In Hi-Fi,R.E.M.,MPEG audio file,Rock,2023-02-15,Grétrystraat 63,Brussels,unknown,Belgium,1000,1.98,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,15,2,2023
Leave,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,437968,14433365,0.99,New Adventures In Hi-Fi,R.E.M.,MPEG audio file,Rock,2023-02-15,Grétrystraat 63,Brussels,unknown,Belgium,1000,1.98,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,15,2,2023
Bittersweet Me,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,245812,8114718,0.99,New Adventures In Hi-Fi,R.E.M.,MPEG audio file,Rock,2023-02-16,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,3.96,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,16,2,2023
Binky The Doormat,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,301688,9950320,0.99,New Adventures In Hi-Fi,R.E.M.,MPEG audio file,Rock,2023-02-16,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,3.96,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,16,2,2023
"So Fast, So Numb",Bill Berry-Peter Buck-Mike Mills-Michael Stipe,252682,8341223,0.99,New Adventures In Hi-Fi,R.E.M.,MPEG audio file,Rock,2023-02-16,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,3.96,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,16,2,2023
Electrolite,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,245315,8051199,0.99,New Adventures In Hi-Fi,R.E.M.,MPEG audio file,Rock,2023-02-16,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,3.96,Eduardo,Martins,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,1,0.99,16,2,2023
Endgame,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,230687,7664479,0.99,Out Of Time,R.E.M. Feat. Kate Pearson,MPEG audio file,Alternative & Punk,2023-02-17,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,5.94,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,17,2,2023
Country Feedback,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,249782,8178943,0.99,Out Of Time,R.E.M. Feat. Kate Pearson,MPEG audio file,Alternative & Punk,2023-02-17,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,5.94,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,17,2,2023
Talk About The Passion,R.E.M.,203206,6725435,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2023-02-17,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,5.94,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,17,2,2023
Green Grow The Rushes,R.E.M.,225671,7422425,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2023-02-17,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,5.94,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,17,2,2023
I Believe,R.E.M.,227709,7542929,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2023-02-17,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,5.94,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,17,2,2023
It's The End Of The World As We Know It (And I Feel Fine),R.E.M.,244819,7998987,0.99,The Best Of R.E.M.: The IRS Years,R.E.M.,MPEG audio file,Alternative & Punk,2023-02-17,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,5.94,Mark,Philips,8210 111 ST NW,Edmonton,AB,Canada,1,0.99,17,2,2023
Puteiro Em João Pessoa,Rodolfo,195578,6395490,0.99,Cesta Básica,Raimundos,MPEG audio file,Alternative & Punk,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
O Dia Em Que A Terra Parou,unknown,261720,8586678,0.99,Raul Seixas,Raul Seixas,MPEG audio file,Rock,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
Todo Mundo Explica,unknown,134896,4449772,0.99,Raul Seixas,Raul Seixas,MPEG audio file,Rock,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
Rock Das Aranhas (Ao Vivo) (Live),unknown,231836,7591945,0.99,Raul Seixas,Raul Seixas,MPEG audio file,Rock,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
I Could Have Lied,Anthony Kiedis/Chad Smith/Flea/John Frusciante,244506,8088244,0.99,Blood Sugar Sex Magik,Red Hot Chili Peppers,MPEG audio file,Alternative & Punk,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
Naked In The Rain,Anthony Kiedis/Chad Smith/Flea/John Frusciante,265717,8724674,0.99,Blood Sugar Sex Magik,Red Hot Chili Peppers,MPEG audio file,Alternative & Punk,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
By The Way,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",218017,7197430,0.99,By The Way,Red Hot Chili Peppers,MPEG audio file,Rock,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
Can't Stop,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",269400,8872479,0.99,By The Way,Red Hot Chili Peppers,MPEG audio file,Rock,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
On Mercury,"Anthony Kiedis, Flea, John Frusciante, and Chad Smith",208509,6834762,0.99,By The Way,Red Hot Chili Peppers,MPEG audio file,Rock,2023-02-20,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,8.91,Dan,Miller,541 Del Medio Avenue,Mountain View,CA,USA,1,0.99,20,2,2023
Californication,Red Hot Chili Peppers,321671,10568999,0.99,Californication,Red Hot Chili Peppers,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Road Trippin',Red Hot Chili Peppers,205635,6685831,0.99,Californication,Red Hot Chili Peppers,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Closer To The Heart,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,175412,5767005,0.99,Retrospective I (1974-1980),Rush,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Persuasion,Carlos Santana,318432,10354751,0.99,Santana - As Years Go By,Santana,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Funky Piano,unknown,934791,30200730,0.99,Santana Live,Santana,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Stars,Mick Hucknall,248137,8194906,0.99,Greatest Hits,Lenny Kravitz,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Três Lados,Chico Amaral/Samuel Rosa,233665,7699609,0.99,Maquinarama,Skank,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Ali,Nando Reis/Samuel Rosa,306390,10110351,0.99,Maquinarama,Skank,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Um Dia Qualquer,Samuel Rosa,292414,9805570,0.99,O Samba Poconé,Skank,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
My Mistake,Billy Corgan,240901,7843477,0.99,Judas 0: B-Sides and Rarities,Smashing Pumpkins,MPEG audio file,Alternative & Punk,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Soot & Stars,Billy Corgan,399986,12866557,0.99,Judas 0: B-Sides and Rarities,Smashing Pumpkins,MPEG audio file,Alternative & Punk,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Bullet With Butterfly Wings,Billy Corgan,257306,8431747,0.99,Rotten Apples: Greatest Hits,Smashing Pumpkins,MPEG audio file,Alternative & Punk,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Real Love,Billy Corgan,250697,8025896,0.99,Rotten Apples: Greatest Hits,Smashing Pumpkins,MPEG audio file,Alternative & Punk,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Rusty Cage,Chris Cornell,267728,8779485,0.99,A-Sides,Soundgarden,MPEG audio file,Rock,2023-02-25,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,13.86,Robert,Brown,796 Dundas Street West,Toronto,ON,Canada,1,0.99,25,2,2023
Starburst,Jeremy Wall,291500,9768399,0.99,Morning Dance,Spyro Gyra,MPEG audio file,Jazz,2023-03-05,"68, Rue Jouvence",Dijon,unknown,France,21000,0.99,Isabelle,Mercier,"68, Rue Jouvence",Dijon,unknown,France,1,0.99,5,3,2023
Heliopolis,Jay Beckenstein,338729,11365655,0.99,Morning Dance,Spyro Gyra,MPEG audio file,Jazz,2023-03-18,Porthaninkatu 9,Helsinki,unknown,Finland,00530,1.98,Terhi,Hämäläinen,Porthaninkatu 9,Helsinki,unknown,Finland,1,0.99,18,3,2023
It Doesn't Matter,Chet Catallo,270027,9034177,0.99,Morning Dance,Spyro Gyra,MPEG audio file,Jazz,2023-03-18,Porthaninkatu 9,Helsinki,unknown,Finland,00530,1.98,Terhi,Hämäläinen,Porthaninkatu 9,Helsinki,unknown,Finland,1,0.99,18,3,2023
End Of Romanticism,Rick Strauss,320078,10553155,0.99,Morning Dance,Spyro Gyra,MPEG audio file,Jazz,2023-03-18,3 Chatham Street,Dublin,Dublin,Ireland,0,1.98,Hugh,O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,1,0.99,18,3,2023
Crossfire,B. Carter/C. Layton/R. Ellsworth/R. Wynans/T. Shannon,251219,8238033,0.99,In Step,Stevie Ray Vaughan & Double Trouble,MPEG audio file,Blues,2023-03-18,3 Chatham Street,Dublin,Dublin,Ireland,0,1.98,Hugh,O'Reilly,3 Chatham Street,Dublin,Dublin,Ireland,1,0.99,18,3,2023
Let Me Love You Baby,Willie Dixon,164127,5378455,0.99,In Step,Stevie Ray Vaughan & Double Trouble,MPEG audio file,Blues,2023-03-19,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,3.96,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,19,3,2023
Travis Walk,Stevie Ray Vaughan,140826,4650979,0.99,In Step,Stevie Ray Vaughan & Double Trouble,MPEG audio file,Blues,2023-03-19,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,3.96,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,19,3,2023
Scratch-N-Sniff,Doyle Bramhall/Stevie Ray Vaughan,163422,5353627,0.99,In Step,Stevie Ray Vaughan & Double Trouble,MPEG audio file,Blues,2023-03-19,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,3.96,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,19,3,2023
Riviera Paradise,Stevie Ray Vaughan,528692,17232776,0.99,In Step,Stevie Ray Vaughan & Double Trouble,MPEG audio file,Blues,2023-03-19,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,3.96,Johannes,Van der Berg,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1,0.99,19,3,2023
No Memory,Dean Deleo,80613,2660859,0.99,Core,Stone Temple Pilots,MPEG audio file,Rock,2023-03-20,202 Hoxton Street,London,unknown,United Kingdom,N1 5LH,5.94,Emma,Jones,202 Hoxton Street,London,unknown,United Kingdom,1,0.99,20,3,2023
Piece Of Pie,R. DeLeo/Weiland,324623,10605231,0.99,Core,Stone Temple Pilots,MPEG audio file,Rock,2023-03-20,202 Hoxton Street,London,unknown,United Kingdom,N1 5LH,5.94,Emma,Jones,202 Hoxton Street,London,unknown,United Kingdom,1,0.99,20,3,2023
Where The River Goes,D. DeLeo/Kretz/Weiland,505991,16468904,0.99,Core,Stone Temple Pilots,MPEG audio file,Rock,2023-03-20,202 Hoxton Street,London,unknown,United Kingdom,N1 5LH,5.94,Emma,Jones,202 Hoxton Street,London,unknown,United Kingdom,1,0.99,20,3,2023
Cigaro,"Tankian, Serj",131787,4321705,0.99,Mezmerize,System Of A Down,MPEG audio file,Metal,2023-03-20,202 Hoxton Street,London,unknown,United Kingdom,N1 5LH,5.94,Emma,Jones,202 Hoxton Street,London,unknown,United Kingdom,1,0.99,20,3,2023
Question!,"Tankian, Serj",200698,6616398,0.99,Mezmerize,System Of A Down,MPEG audio file,Metal,2023-03-20,202 Hoxton Street,London,unknown,United Kingdom,N1 5LH,5.94,Emma,Jones,202 Hoxton Street,London,unknown,United Kingdom,1,0.99,20,3,2023
The Sun Road,"Terry Bozzio, Steve Stevens, Tony Levin",880640,29008407,0.99,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",MPEG audio file,Rock,2023-03-20,202 Hoxton Street,London,unknown,United Kingdom,N1 5LH,5.94,Emma,Jones,202 Hoxton Street,London,unknown,United Kingdom,1,0.99,20,3,2023
Chaos-Control,"Terry Bozzio, Steve Stevens, Tony Levin",529841,17455568,0.99,[1997] Black Light Syndrome,"Terry Bozzio, Tony Levin & Steve Stevens",MPEG audio file,Rock,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
Cursed Diamonds,Chris Robinson/Rich Robinson,368300,12047978,0.99,Live [Disc 1],The Black Crowes,MPEG audio file,Blues,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
High Head Blues,Chris Robinson/Rich Robinson,371879,12227998,0.99,Live [Disc 2],The Black Crowes,MPEG audio file,Blues,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
Hard To Handle,A.Isbell/A.Jones/O.Redding,206994,6786304,0.99,Live [Disc 2],The Black Crowes,MPEG audio file,Blues,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
(White Man) In Hammersmith Palais,Joe Strummer/Mick Jones,240640,7883532,0.99,The Singles,The Clash,MPEG audio file,Alternative & Punk,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
Bankrobber,Joe Strummer/Mick Jones,272431,9067323,0.99,The Singles,The Clash,MPEG audio file,Alternative & Punk,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
Rock The Casbah,The Clash,222145,7361500,0.99,The Singles,The Clash,MPEG audio file,Alternative & Punk,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
Breathe,Billy Duffy/Ian Astbury/Marti Frederiksen/Mick Jones,299781,9742361,0.99,Beyond Good And Evil,The Cult,MPEG audio file,Rock,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
True Believers,Billy Duffy/Ian Astbury,308009,9981359,0.99,Beyond Good And Evil,The Cult,MPEG audio file,Rock,2023-03-23,"12,Community Centre",Delhi,unknown,India,110017,8.91,Manoj,Pareek,"12,Community Centre",Delhi,unknown,India,1,0.99,23,3,2023
Love Removal Machine,unknown,257619,8412167,0.99,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Sweet Soul Sister,unknown,212009,6889883,0.99,"Pure Cult: The Best Of The Cult (For Rockers, Ravers, Lovers & Sinners) [UK]",The Cult,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
I Looked At You,"Robby Krieger, Ray Manzarek, John Densmore, Jim Morrison",142080,4663988,0.99,The Doors,The Doors,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
"De Do Do Do, De Da Da Da",G M Sumner,247196,8227075,0.99,The Police Greatest Hits,The Police,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Time Is On My Side,Jerry Ragavoy,179983,5855836,0.99,"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Under My Thumb,Jagger/Richards,221387,7371799,0.99,"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Saint Of Me,Jagger/Richards,325694,10725160,0.99,No Security,The Rolling Stones,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
You Got Me Rocking,Jagger/Richards,215928,7162159,0.99,Voodoo Lounge,The Rolling Stones,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Suck On The Jugular,Jagger/Richards,268225,8920566,0.99,Voodoo Lounge,The Rolling Stones,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Sister Awake,The Tea Party,343875,11299407,0.99,Tangents,The Tea Party,MPEG audio file,Alternative & Punk,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Life Line,The Tea Party,277786,9082773,0.99,Tangents,The Tea Party,MPEG audio file,Alternative & Punk,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Babylon,The Tea Party,292466,9601786,0.99,Transmission,The Tea Party,MPEG audio file,Alternative & Punk,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Boris The Spider,John Entwistle,149472,4835202,0.99,My Generation - The Very Best Of The Who,The Who,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Let's See Action,Pete Townshend,243513,8078418,0.99,My Generation - The Very Best Of The Who,The Who,MPEG audio file,Rock,2023-03-28,Grétrystraat 63,Brussels,unknown,Belgium,1000,13.86,Daan,Peeters,Grétrystraat 63,Brussels,unknown,Belgium,1,0.99,28,3,2023
Música No Ar,Tim Maia,158511,5184891,0.99,Serie Sem Limite (Disc 1),Tim Maia,MPEG audio file,Latin,2023-04-05,120 S Orange Ave,Orlando,FL,USA,32801,0.99,Heather,Leacock,120 S Orange Ave,Orlando,FL,USA,1,0.99,5,4,2023
Salve Nossa Senhora,Carlos Imperial/Edardo Araújo,115461,3827629,0.99,Serie Sem Limite (Disc 1),Tim Maia,MPEG audio file,Latin,2023-04-18,69 Salem Street,Boston,MA,USA,2113,1.98,John,Gordon,69 Salem Street,Boston,MA,USA,1,0.99,18,4,2023
Você Fugiu,Genival Cassiano,238367,7971147,0.99,Serie Sem Limite (Disc 1),Tim Maia,MPEG audio file,Latin,2023-04-18,69 Salem Street,Boston,MA,USA,2113,1.98,John,Gordon,69 Salem Street,Boston,MA,USA,1,0.99,18,4,2023
Compadre,Tim Maia,171389,5631446,0.99,Serie Sem Limite (Disc 1),Tim Maia,MPEG audio file,Latin,2023-04-18,319 N. Frances Street,Madison,WI,USA,53703,1.98,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,18,4,2023
Réu Confesso,Tim Maia,217391,7189874,0.99,Serie Sem Limite (Disc 1),Tim Maia,MPEG audio file,Latin,2023-04-18,319 N. Frances Street,Madison,WI,USA,53703,1.98,Victor,Stevens,319 N. Frances Street,Madison,WI,USA,1,0.99,18,4,2023
Gostava Tanto De Você,unknown,253805,8380077,0.99,Serie Sem Limite (Disc 2),Tim Maia,MPEG audio file,Latin,2023-04-19,1033 N Park Ave,Tucson,AZ,USA,85719,3.96,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,19,4,2023
Não Quero Dinheiro,unknown,152607,5031797,0.99,Serie Sem Limite (Disc 2),Tim Maia,MPEG audio file,Latin,2023-04-19,1033 N Park Ave,Tucson,AZ,USA,85719,3.96,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,19,4,2023
A Festa Do Santo Reis,unknown,159791,5204995,0.99,Serie Sem Limite (Disc 2),Tim Maia,MPEG audio file,Latin,2023-04-19,1033 N Park Ave,Tucson,AZ,USA,85719,3.96,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,19,4,2023
Padre Cícero,unknown,139598,4581685,0.99,Serie Sem Limite (Disc 2),Tim Maia,MPEG audio file,Latin,2023-04-19,1033 N Park Ave,Tucson,AZ,USA,85719,3.96,Patrick,Gray,1033 N Park Ave,Tucson,AZ,USA,1,0.99,19,4,2023
Balanço,unknown,209737,6890327,0.99,Serie Sem Limite (Disc 2),Tim Maia,MPEG audio file,Latin,2023-04-20,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,5.94,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,20,4,2023
Comida,Titãs,322612,10786578,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2023-04-20,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,5.94,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,20,4,2023
Os Cegos Do Castelo,Titãs,296829,9868187,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2023-04-20,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,5.94,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,20,4,2023
Flores,Titãs,215510,7148017,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2023-04-20,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,5.94,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,20,4,2023
Cabeça Dinossauro,Titãs,37120,1220930,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2023-04-20,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,5.94,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,20,4,2023
Homem Primata (Vinheta),Titãs,34168,1124909,0.99,Acústico,Titãs,MPEG audio file,Alternative & Punk,2023-04-20,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,5.94,Martha,Silk,194A Chain Lake Drive,Halifax,NS,Canada,1,0.99,20,4,2023
Sonifera Ilha,Branco Mello/Carlos Barmack/Ciro Pessoa/Marcelo Fromer/Toni Belloto,170684,5678290,0.99,Volume Dois,Titãs,MPEG audio file,Alternative & Punk,2023-04-23,Berger Straße 10,Frankfurt,unknown,Germany,60316,14.91,Fynn,Zimmermann,Berger Straße 10,Frankfurt,unknown,Germany,1,0.99,23,4,2023
Amanhã Não Se Sabe,Sérgio Britto,189440,6243967,0.99,Volume Dois,Titãs,MPEG audio file,Alternative & Punk,2023-04-23,Berger Straße 10,Frankfurt,unknown,Germany,60316,14.91,Fynn,Zimmermann,Berger Straße 10,Frankfurt,unknown,Germany,1,0.99,23,4,2023
Eu E Ela,Nando Reis,276035,9138846,0.99,Volume Dois,Titãs,MPEG audio file,Alternative & Punk,2023-04-23,Berger Straße 10,Frankfurt,unknown,Germany,60316,14.91,Fynn,Zimmermann,Berger Straße 10,Frankfurt,unknown,Germany,1,0.99,23,4,2023
