"trackid","trackname","albumid","composer","milliseconds","bytes","unitprice","albumtitle","artistid","artistname","mediatypeid","mediatypename","genreid","genrename","invoiceid","customerid","invoicedate","billingaddress","billingcity","billingstate","billingcountry","billingpostalcode","invoicetotal","customerfirstname","customerlastname","customeraddress","customercity","customerstate","customercountry","invoicelinequantity","invoicelineunitprice"
3132,"Still Of The Night",141,"Sykes",398210,13043817,"0.99","Greatest Hits",100,"Lenny Kravitz",1,"MPEG audio file",3,"Metal",306,5,"2024-09-05 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","16.86","František","Wichterlová","Klanova 9/506","Prague",NULL,"Czech Republic",1,"0.99"
3141,"You're Gonna Break My Hart Again",141,"Sykes",250853,8176847,"0.99","Greatest Hits",100,"Lenny Kravitz",1,"MPEG audio file",3,"Metal",306,5,"2024-09-05 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","16.86","František","Wichterlová","Klanova 9/506","Prague",NULL,"Czech Republic",1,"0.99"
3150,"Coração Em Desalinho",248,"Mauro Diniz/Ratino Sigem",185208,6225948,"0.99","Ao Vivo [IMPORT]",155,"Zeca Pagodinho",1,"MPEG audio file",7,"Latin",306,5,"2024-09-05 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","16.86","František","Wichterlová","Klanova 9/506","Prague",NULL,"Czech Republic",1,"0.99"
3159,"Camarão que Dorme e Onda Leva",248,"Acyi Marques/Arlindo Bruz/Braço, Beto Sem/Zeca Pagodinho",299102,10012231,"0.99","Ao Vivo [IMPORT]",155,"Zeca Pagodinho",1,"MPEG audio file",7,"Latin",306,5,"2024-09-05 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","16.86","František","Wichterlová","Klanova 9/506","Prague",NULL,"Czech Republic",1,"0.99"
3168,"The Hard Part",228,NULL,2601017,475996611,"1.99","Heroes, Season 1",148,"Heroes",3,"Protected MPEG-4 video file",21,"Drama",306,5,"2024-09-05 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","16.86","František","Wichterlová","Klanova 9/506","Prague",NULL,"Czech Republic",1,"1.99"
3177,"Hot Girl",249,NULL,1325458,267836576,"1.99","The Office, Season 1",156,"The Office",3,"Protected MPEG-4 video file",19,"TV Shows",306,5,"2024-09-05 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","16.86","František","Wichterlová","Klanova 9/506","Prague",NULL,"Czech Republic",1,"1.99"
3186,"Email Surveillance",250,NULL,1328870,265101113,"1.99","The Office, Season 2",156,"The Office",3,"Protected MPEG-4 video file",19,"TV Shows",306,5,"2024-09-05 00:00:00","Klanova 9/506","Prague",NULL,"Czech Republic","14700","16.86","František","Wichterlová","Klanova 9/506","Prague",NULL,"Czech Republic",1,"1.99"
3200,"Gay Witch Hunt",251,NULL,1326534,276942637,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",19,"TV Shows",307,19,"2024-09-13 00:00:00","1 Infinite Loop","Cupertino","CA","USA","95014","1.99","Tim","Goyer","1 Infinite Loop","Cupertino","CA","USA",1,"1.99"
3201,"The Convention",251,NULL,1297213,255117055,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",19,"TV Shows",308,20,"2024-09-26 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","3.98","Dan","Miller","541 Del Medio Avenue","Mountain View","CA","USA",1,"1.99"
3202,"The Coup",251,NULL,1276526,267205501,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",19,"TV Shows",308,20,"2024-09-26 00:00:00","541 Del Medio Avenue","Mountain View","CA","USA","94040-111","3.98","Dan","Miller","541 Del Medio Avenue","Mountain View","CA","USA",1,"1.99"
3204,"The Initiation",251,NULL,1280113,251728257,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",19,"TV Shows",309,22,"2024-09-26 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","3.98","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"1.99"
3206,"Branch Closing",251,NULL,1822781,358761786,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",19,"TV Shows",309,22,"2024-09-26 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","3.98","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"1.99"
3208,"The Convict",251,NULL,1273064,248863427,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",22,"Comedy",310,24,"2024-09-27 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","7.96","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"1.99"
3210,"Back from Vacation",251,NULL,1271688,245378749,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",22,"Comedy",310,24,"2024-09-27 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","7.96","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"1.99"
3212,"Producer's Cut: The Return",251,NULL,1700241,337219980,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",22,"Comedy",310,24,"2024-09-27 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","7.96","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"1.99"
3214,"Phyllis's Wedding",251,NULL,1271521,258561054,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",22,"Comedy",310,24,"2024-09-27 00:00:00","162 E Superior Street","Chicago","IL","USA","60611","7.96","Frank","Ralston","162 E Superior Street","Chicago","IL","USA",1,"1.99"
3218,"Safety Training",251,NULL,1271229,253054534,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",22,"Comedy",311,28,"2024-09-28 00:00:00","302 S 700 E","Salt Lake City","UT","USA","84102","11.94","Julia","Barnett","302 S 700 E","Salt Lake City","UT","USA",1,"1.99"
3222,"The Job",251,NULL,2541875,501060138,"1.99","The Office, Season 3",156,"The Office",3,"Protected MPEG-4 video file",22,"Comedy",311,28,"2024-09-28 00:00:00","302 S 700 E","Salt Lake City","UT","USA","84102","11.94","Julia","Barnett","302 S 700 E","Salt Lake City","UT","USA",1,"1.99"
3226,"Battlestar Galactica, Pt. 1",253,NULL,2952702,541359437,"1.99","Battlestar Galactica (Classic), Season 1",158,"Battlestar Galactica (Classic)",3,"Protected MPEG-4 video file",20,"Sci Fi & Fantasy",311,28,"2024-09-28 00:00:00","302 S 700 E","Salt Lake City","UT","USA","84102","11.94","Julia","Barnett","302 S 700 E","Salt Lake City","UT","USA",1,"1.99"
3230,"Lost Planet of the Gods, Pt. 2",253,NULL,2914664,534343985,"1.99","Battlestar Galactica (Classic), Season 1",158,"Battlestar Galactica (Classic)",3,"Protected MPEG-4 video file",20,"Sci Fi & Fantasy",311,28,"2024-09-28 00:00:00","302 S 700 E","Salt Lake City","UT","USA","84102","11.94","Julia","Barnett","302 S 700 E","Salt Lake City","UT","USA",1,"1.99"
3234,"The Gun On Ice Planet Zero, Pt. 2",253,NULL,2924341,546542281,"1.99","Battlestar Galactica (Classic), Season 1",158,"Battlestar Galactica (Classic)",3,"Protected MPEG-4 video file",20,"Sci Fi & Fantasy",311,28,"2024-09-28 00:00:00","302 S 700 E","Salt Lake City","UT","USA","84102","11.94","Julia","Barnett","302 S 700 E","Salt Lake City","UT","USA",1,"1.99"
3238,"The Living Legend, Pt. 2",253,NULL,2923298,515632754,"1.99","Battlestar Galactica (Classic), Season 1",158,"Battlestar Galactica (Classic)",3,"Protected MPEG-4 video file",20,"Sci Fi & Fantasy",311,28,"2024-09-28 00:00:00","302 S 700 E","Salt Lake City","UT","USA","84102","11.94","Julia","Barnett","302 S 700 E","Salt Lake City","UT","USA",1,"1.99"
3244,"Greetings from Earth, Pt. 1",253,NULL,2960293,536824558,"1.99","Battlestar Galactica (Classic), Season 1",158,"Battlestar Galactica (Classic)",3,"Protected MPEG-4 video file",20,"Sci Fi & Fantasy",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"1.99"
3250,"Pilot",254,NULL,2484567,492670102,"1.99","Aquaman",159,"Aquaman",3,"Protected MPEG-4 video file",19,"TV Shows",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"1.99"
3256,"Give Peace a Chance",255,NULL,274644,4448025,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"0.99"
3262,"Imagine",255,NULL,192329,3136271,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"0.99"
3268,"Beautiful Boy",255,NULL,227995,3704642,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"0.99"
3274,"God",255,NULL,260410,4221135,"0.99","Instant Karma: The Amnesty International Campaign to Save Darfur",150,"U2",2,"Protected AAC audio file",9,"Pop",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"0.99"
3280,"War Pigs",256,NULL,515435,8270194,"0.99","Speak of the Devil",114,"Ozzy Osbourne",2,"Protected AAC audio file",1,"Rock",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"0.99"
3286,"Iron Man/Children of the Grave",256,NULL,552308,8858616,"0.99","Speak of the Devil",114,"Ozzy Osbourne",2,"Protected AAC audio file",1,"Rock",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"0.99"
3292,"Still Loving You",257,NULL,390674,6491444,"0.99","20th Century Masters - The Millennium Collection: The Best of Scorpions",179,"Scorpions",2,"Protected AAC audio file",1,"Rock",312,34,"2024-10-01 00:00:00","Rua da Assunção 53","Lisbon",NULL,"Portugal",NULL,"10.91","João","Fernandes","Rua da Assunção 53","Lisbon",NULL,"Portugal",1,"0.99"
3301,"Salutations",258,"E. Schrody/L. Dimant",69120,2767047,"0.99","House of Pain",180,"House Of Pain",1,"MPEG audio file",17,"Hip Hop/Rap",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3310,"Commercial 2",258,"L. Muggerud",21211,850698,"0.99","House of Pain",180,"House Of Pain",1,"MPEG audio file",17,"Hip Hop/Rap",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3319,"Instinto Colectivo",259,NULL,300564,12024875,"0.99","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro",36,"O Rappa",1,"MPEG audio file",15,"Electronica/Dance",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3328,"Armadura",259,NULL,232881,9317533,"0.99","Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro",36,"O Rappa",1,"MPEG audio file",15,"Electronica/Dance",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3337,"Past, Present, and Future",261,NULL,2492867,490796184,"1.99","LOST, Season 4",149,"Lost",3,"Protected MPEG-4 video file",21,"Drama",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"1.99"
3346,"Ji Yeon",261,NULL,2588797,506458858,"1.99","LOST, Season 4",149,"Lost",3,"Protected MPEG-4 video file",19,"TV Shows",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"1.99"
3355,"Love Comes",265,"Darius ""Take One"" Minwalla/Jon Auer/Ken Stringfellow/Matt Harris",199923,3240609,"0.99","Every Kind of Light",200,"The Posies",5,"AAC audio file",1,"Rock",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3364,"There's No Place Like Home, Pt. 3",261,NULL,2582957,486161766,"1.99","LOST, Season 4",149,"Lost",3,"Protected MPEG-4 video file",21,"Drama",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"1.99"
3373,"Four Walled World",269,NULL,414474,6964048,"0.99","Temple of the Dog",204,"Temple of the Dog",2,"Protected AAC audio file",23,"Alternative",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3382,"Billie Jean",270,"Michael Jackson",281401,4606408,"0.99","Carry On",205,"Chris Cornell",2,"Protected AAC audio file",23,"Alternative",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3391,"Sound of a Gun",271,NULL,260154,4234990,"0.99","Revelations",8,"Audioslave",2,"Protected AAC audio file",23,"Alternative",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3400,"Moth",271,NULL,298049,4838884,"0.99","Revelations",8,"Audioslave",2,"Protected AAC audio file",23,"Alternative",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3409,"Suite for Solo Cello No. 1 in G Major, BWV 1007: I. Prélude",278,"Johann Sebastian Bach",143288,2315495,"0.99","Bach: The Cello Suites",212,"Yo-Yo Ma",2,"Protected AAC audio file",24,"Classical",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3418,"Die Walküre: The Ride of the Valkyries",287,"Richard Wagner",189008,3114209,"0.99","Wagner: Favourite Overtures",221,"Sir Georg Solti & Wiener Philharmoniker",2,"Protected AAC audio file",24,"Classical",313,43,"2024-10-06 00:00:00","68, Rue Jouvence","Dijon",NULL,"France","21000","16.86","Isabelle","Mercier","68, Rue Jouvence","Dijon",NULL,"France",1,"0.99"
3432,"Scheherazade, Op. 35: I. The Sea and Sindbad's Ship",299,"Nikolai Rimsky-Korsakov",545203,8916313,"0.99","Scheherazade",233,"Chicago Symphony Orchestra & Fritz Reiner",2,"Protected AAC audio file",24,"Classical",314,57,"2024-10-14 00:00:00","Calle Lira, 198","Santiago",NULL,"Chile",NULL,"0.99","Luis","Rojas","Calle Lira, 198","Santiago",NULL,"Chile",1,"0.99"
3433,"Concerto No.2 in F Major, BWV1047, I. Allegro",300,"Johann Sebastian Bach",307244,5064553,"0.99","Bach: The Brandenburg Concertos",234,"Orchestra of The Age of Enlightenment",2,"Protected AAC audio file",24,"Classical",315,58,"2024-10-27 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","1.98","Manoj","Pareek","12,Community Centre","Delhi",NULL,"India",1,"0.99"
3434,"Concerto for Piano No. 2 in F Minor, Op. 21: II. Larghetto",301,"Frédéric Chopin",560342,9160082,"0.99","Chopin: Piano Concertos Nos. 1 & 2",235,"Emanuel Ax, Eugene Ormandy & Philadelphia Orchestra",2,"Protected AAC audio file",24,"Classical",315,58,"2024-10-27 00:00:00","12,Community Centre","Delhi",NULL,"India","110017","1.98","Manoj","Pareek","12,Community Centre","Delhi",NULL,"India",1,"0.99"
3436,"Karelia Suite, Op.11: 2. Ballade (Tempo Di Menuetto)",303,"Jean Sibelius",406000,5908455,"0.99","Sibelius: Finlandia",237,"Berliner Philharmoniker & Hans Rosbaud",2,"Protected AAC audio file",24,"Classical",316,1,"2024-10-27 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","1.98","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
3438,"Fantasia On Greensleeves",280,"Ralph Vaughan Williams",268066,4513190,"0.99","The World of Classical Favourites",214,"Academy of St. Martin in the Fields & Sir Neville Marriner",2,"Protected AAC audio file",24,"Classical",316,1,"2024-10-27 00:00:00","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil","12227-000","1.98","Luís","Gonçalves","Av. Brigadeiro Faria Lima, 2170","São José dos Campos","SP","Brazil",1,"0.99"
3440,"Concerto for Cello and Orchestra in E minor, Op. 85: I. Adagio - Moderato",306,"Edward Elgar",483133,7865479,"0.99","Elgar: Cello Concerto & Vaughan Williams: Fantasias",241,"Felix Schmidt, London Symphony Orchestra & Rafael Frühbeck de Burgos",2,"Protected AAC audio file",24,"Classical",317,3,"2024-10-28 00:00:00","1498 rue Bélanger","Montréal","QC","Canada","H2G 1A7","3.96","François","Tremblay","1498 rue Bélanger","Montréal","QC","Canada",1,"0.99"
3442,"Wellington's Victory or the Battle Symphony, Op.91: 2. Symphony of Triumph",308,"Ludwig van Beethoven",412000,6965201,"0.99","Tchaikovsky: 1812 Festival Overture, Op.49, Capriccio Italien & Beethoven: Wellington's Victory",243,"Antal Doráti & London Symphony Orchestra",2,"Protected AAC audio file",24,"Classical",317,3,"2024-10-28 00:00:00","1498 rue Bélanger","Montréal","QC","Canada","H2G 1A7","3.96","François","Tremblay","1498 rue Bélanger","Montréal","QC","Canada",1,"0.99"
3444,"Romeo et Juliette: No. 11 - Danse des Chevaliers",310,NULL,275015,4519239,"0.99","Prokofiev: Romeo & Juliet",245,"Michael Tilson Thomas & San Francisco Symphony",2,"Protected AAC audio file",24,"Classical",317,3,"2024-10-28 00:00:00","1498 rue Bélanger","Montréal","QC","Canada","H2G 1A7","3.96","François","Tremblay","1498 rue Bélanger","Montréal","QC","Canada",1,"0.99"
3446,"Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat",312,"Hector Berlioz",561967,9173344,"0.99","Berlioz: Symphonie Fantastique",245,"Michael Tilson Thomas & San Francisco Symphony",2,"Protected AAC audio file",24,"Classical",317,3,"2024-10-28 00:00:00","1498 rue Bélanger","Montréal","QC","Canada","H2G 1A7","3.96","François","Tremblay","1498 rue Bélanger","Montréal","QC","Canada",1,"0.99"
3450,"Peer Gynt Suite No.1, Op.46: 1. Morning Mood",316,"Edvard Grieg",253422,4298769,"0.99","Grieg: Peer Gynt Suites & Sibelius: Pelléas et Mélisande",248,"Berliner Philharmoniker & Herbert Von Karajan",2,"Protected AAC audio file",24,"Classical",318,7,"2024-10-29 00:00:00","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria","1010","5.94","Astrid","Gruber","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria",1,"0.99"
3454,"Symphony No. 41 in C Major, K. 551, ""Jupiter"": IV. Molto allegro",320,"Wolfgang Amadeus Mozart",362933,6173269,"0.99","Mozart: Symphonies Nos. 40 & 41",248,"Berliner Philharmoniker & Herbert Von Karajan",2,"Protected AAC audio file",24,"Classical",318,7,"2024-10-29 00:00:00","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria","1010","5.94","Astrid","Gruber","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria",1,"0.99"
3458,"Just Friends",321,NULL,191933,3098906,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",318,7,"2024-10-29 00:00:00","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria","1010","5.94","Astrid","Gruber","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria",1,"0.99"
3462,"Wake Up Alone",321,"Paul O'duffy",221413,3576773,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",318,7,"2024-10-29 00:00:00","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria","1010","5.94","Astrid","Gruber","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria",1,"0.99"
3466,"Rehab (Hot Chip Remix)",321,NULL,418293,6670600,"0.99","Back to Black",252,"Amy Winehouse",2,"Protected AAC audio file",14,"R&B/Soul",318,7,"2024-10-29 00:00:00","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria","1010","5.94","Astrid","Gruber","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria",1,"0.99"
3470,"I Heard Love Is Blind",322,NULL,129666,2190831,"0.99","Frank",252,"Amy Winehouse",2,"Protected AAC audio file",9,"Pop",318,7,"2024-10-29 00:00:00","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria","1010","5.94","Astrid","Gruber","Rotenturmstraße 4, 1010 Innere Stadt","Vienne",NULL,"Austria",1,"0.99"
3476,"Help Yourself",322,"Freddy James, Jimmy hogarth & Larry Stock",300884,5029266,"0.99","Frank",252,"Amy Winehouse",2,"Protected AAC audio file",9,"Pop",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
3482,"Suite No. 3 in D, BWV 1068: III. Gavotte I & II",327,"Johann Sebastian Bach",225933,3847164,"0.99","Bach: Orchestral Suites Nos. 1 - 4",257,"Academy of St. Martin in the Fields, Sir Neville Marriner & Thurston Dart",2,"Protected AAC audio file",24,"Classical",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
3488,"Music for the Funeral of Queen Mary: VI. ""Thou Knowest, Lord, the Secrets of Our Hearts""",333,"Henry Purcell",142081,2365930,"0.99","Purcell: Music for the Queen Mary",263,"Equale Brass Ensemble, John Eliot Gardiner & Munich Monteverdi Orchestra and Choir",2,"Protected AAC audio file",24,"Classical",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
3494,"Symphony No. 2, Op. 16 -  ""The Four Temperaments"": II. Allegro Comodo e Flemmatico",338,"Carl Nielsen",286998,4834785,"0.99","Nielsen: The Six Symphonies",267,"Göteborgs Symfoniker & Neeme Järvi",2,"Protected AAC audio file",24,"Classical",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
3500,"String Quartet No. 12 in C Minor, D. 703 ""Quartettsatz"": II. Andante - Allegro assai",344,"Franz Schubert",139200,2283131,"0.99","Schubert: The Late String Quartets & String Quintet (3 CD's)",272,"Emerson String Quartet",2,"Protected AAC audio file",24,"Classical",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
3,"Fast As a Shark",3,"F. Baltes, S. Kaufman, U. Dirkscneider & W. Hoffman",230619,3990994,"0.99","Restless and Wild",2,"Accept",2,"Protected AAC audio file",1,"Rock",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
9,"Snowballed",1,"Angus Young, Malcolm Young, Brian Johnson",203102,6599424,"0.99","For Those About To Rock We Salute You",1,"AC/DC",1,"MPEG audio file",1,"Rock",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
15,"Go Down",4,"AC/DC",331180,10847611,"0.99","Let There Be Rock",1,"AC/DC",1,"MPEG audio file",1,"Rock",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
21,"Hell Ain't A Bad Place To Be",4,"AC/DC",254380,8331286,"0.99","Let There Be Rock",1,"AC/DC",1,"MPEG audio file",1,"Rock",319,13,"2024-11-01 00:00:00","Qe 7 Bloco G","Brasília","DF","Brazil","71020-677","8.91","Fernanda","Ramos","Qe 7 Bloco G","Brasília","DF","Brazil",1,"0.99"
30,"Amazing",5,"Steven Tyler, Richie Supa",356519,11616195,"0.99","Big Ones",3,"Aerosmith",1,"MPEG audio file",1,"Rock",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
39,"You Oughta Know",6,"Alanis Morissette & Glenn Ballard",249234,8196916,"0.99","Jagged Little Pill",4,"Alanis Morissette",1,"MPEG audio file",1,"Rock",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
48,"Not The Doctor",6,"Alanis Morissette & Glenn Ballard",227631,7604601,"0.99","Jagged Little Pill",4,"Alanis Morissette",1,"MPEG audio file",1,"Rock",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
57,"It Ain't Like That",7,"Jerry Cantrell, Michael Starr, Sean Kinney",277577,8993793,"0.99","Facelift",5,"Alice In Chains",1,"MPEG audio file",1,"Rock",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
66,"Por Causa De Você",8,NULL,169900,5536496,"0.99","Warner 25 Anos",6,"Antônio Carlos Jobim",1,"MPEG audio file",2,"Jazz",320,22,"2024-11-06 00:00:00","120 S Orange Ave","Orlando","FL","USA","32801","13.86","Heather","Leacock","120 S Orange Ave","Orlando","FL","USA",1,"0.99"
